case_id,case_number,is_911_call,problem,primary_offense,date,latitude,longitude,city_id,precinct_id,neighborhood_id,police_force_id,year,month,day,hour
6919,11-044606,No,Attempt Pick-Up ,AOFFND,20110216,44.948840000000004,-93.262672,0,4,40,6918,2011,02,16,19
6920,11-052337,Yes,Slumper w/Fire ,FLEE,20110225,44.970141999999996,-93.275997,0,1,18,6919,2011,02,25,1
6921,11-074767,No,Fight ,OBSTRU,20110320,44.980833000000004,-93.27195999999999,0,1,1,6920,2011,03,20,1
6922,11-082289,Yes,Emotionally Disturb Person ,CIC,20110328,45.030322,-93.247247,0,3,26,6921,2011,03,28,5
6923,11-087537,No,Disturbance ,DISCON,20110402,44.948367,-93.296378,0,5,33,6922,2011,04,02,2
6924,11-110147,Yes,Prowler ,TRSPAS,20110422,45.015951,-93.310797,0,2,38,6923,2011,04,22,16
6925,11-111948,No,Disturbance ,FORCE,20110424,44.980781,-93.27429599999999,0,1,1,6924,2011,04,24,1
6926,11-112510,Yes,Sound of Shots Fired ,WEAP,20110424,45.022183,-93.297505,0,2,17,6925,2011,04,24,20
6927,11-128265,No,Assault in Progress ,ASLT5,20110508,44.948353000000004,-93.270949,0,4,40,6926,2011,05,08,20
6928,11-131812,No,Suspicious Person ,OBSTRU,20110511,45.012669,-93.247341,0,3,41,6927,2011,05,11,21
6929,11-155282,Yes,Check the Welfare ,CIC,20110601,45.015884,-93.25793,0,3,37,6928,2011,06,01,19
6930,12-084913,Yes,Assault in Progress ,OBSTRU,20120322,44.964711,-93.277812,0,5,39,6929,2012,03,22,15
6931,11-056093,Yes,Assault in Progress ,ASLT4,20110301,45.015868,-93.24734000000001,0,3,3,6930,2011,03,01,11
6932,11-060757,No,Fight ,ASLT4,20110306,44.981654999999996,-93.271963,0,1,1,6931,2011,03,06,2
6933,11-073806,No,Suspicious Person ,OBSTRU,20110319,44.980781,-93.27429599999999,0,1,1,6932,2011,03,19,2
6934,11-078273,No,Suspicious Person ,LOITER,20110324,44.962257,-93.262558,0,4,5,6933,2011,03,24,1
6935,11-107039,No,Traffic Law Enforcement ,OBSTRU,20110419,45.014066,-93.247337,0,3,3,6934,2011,04,19,21
6936,11-230002,No,Suspicious Vehicle ,NARC,20110804,45.009552,-93.294947,0,2,12,6935,2011,08,04,21
6937,11-233731,No,Audible Business Alarm ,BURGB,20110808,45.013197999999996,-93.301278,0,2,17,6936,2011,08,08,2
6938,11-240772,Yes,Unknown Trouble ,AOA,20110813,44.916855,-93.287018,0,5,62,6937,2011,08,13,21
6939,11-248076,No,Attempt Pick-Up ,FLEEFT,20110820,44.954633,-93.254988,0,4,4,6938,2011,08,20,0
6940,11-279708,Yes,Person with a Gun ,OBSTRU,20110916,44.964711,-93.277812,0,5,39,6939,2011,09,16,1
6941,11-292725,No,Motor Vehicle Chase ,FLEE,20110928,44.93962,-93.27407099999999,0,4,8,6940,2011,09,28,2
6942,11-296353,No,Person with a Gun ,OBSTRU,20111001,44.962257,-93.262558,0,4,5,6941,2011,10,01,1
6943,11-325656,Yes,Assault in Progress ,ASLT4,20111027,44.979651000000004,-93.28688299999999,0,1,51,6942,2011,10,27,21
6944,11-356951,No,Suspicious Person ,FLEEFT,20111128,44.977367,-93.27179699999999,0,1,1,6943,2011,11,28,17
6945,11-362816,No,Disturbance ,FORCE,20111204,44.978407000000004,-93.278819,0,1,1,6944,2011,12,04,20
6946,11-370452,Yes,Unknown Trouble ,ASLT4,20111213,44.952843,-93.279659,0,5,45,6945,2011,12,13,12
6947,11-383286,No,Suspicious Person ,OBSTRU,20111227,44.977932,-93.28152299999999,0,1,51,6946,2011,12,27,14
6948,10-153242,No,Disturbance ,DISCON,20100530,44.979153000000004,-93.277322,0,1,1,6947,2010,05,30,0
6949,10-157953,No,Disturbance ,FORCE,20100603,44.981638000000004,-93.274247,0,1,1,6948,2010,06,03,1
6950,10-174477,Yes,Crim Sex Conduct ,CSCM,20100616,44.98379,-93.266695,0,1,51,6949,2010,06,16,21
6951,10-180853,Yes,Unwanted Person ,OBSTRU,20100621,45.019402,-93.28650999999999,0,2,58,6950,2010,06,21,21
6952,10-182065,No,Disturbance ,DISCON,20100622,44.97251,-93.275925,0,1,1,6951,2010,06,22,20
6953,10-184893,No,Crim Sex Conduct/Report ,CSCR,20100625,44.972367999999996,-93.26312,0,1,44,6952,2010,06,25,0
6954,10-195088,No,Traffic Law Enforcement ,DAR,20100703,45.007822,-93.307583,0,2,12,6953,2010,07,03,2
6955,10-199474,Yes,Unknown Trouble ,OBSTRU,20100707,44.993876,-93.2499,0,3,52,6954,2010,07,07,1
6956,10-221791,No,Suspicious Person ,OBSTRU,20100725,44.999128999999996,-93.28411700000001,0,2,9,6955,2010,07,25,1
6957,10-230154,No,Suspicious Person ,OBSTRU,20100801,44.948367,-93.296378,0,5,33,6956,2010,08,01,1
6958,10-230389,Yes,Robbery Dwell in Progress ,FORCE,20100801,44.992389,-93.239687,0,3,66,6957,2010,08,01,6
6959,10-235155,Yes,Emotionally Disturb Person ,CIC,20100805,44.982620000000004,-93.298198,0,2,29,6958,2010,08,05,5
6960,09-127928,No,Disturbance ,OBSTRU,20090502,44.981648,-93.273116,0,1,1,6959,2009,05,02,0
6961,09-139844,No,Suspicious Person ,XSOUND,20090512,44.980866,-93.270764,0,1,1,6960,2009,05,12,1
6962,09-144341,No,Chase on Foot ,ASLT4,20090515,44.947461,-93.249955,0,4,27,6961,2009,05,15,20
6963,09-153694,No,Suspicious Vehicle ,FLEE,20090523,44.981648,-93.273116,0,1,1,6962,2009,05,23,2
6964,09-162106,No,Fight ,OBSTRU,20090530,44.980781,-93.27429599999999,0,1,1,6963,2009,05,30,1
6965,09-166541,No,Unknown Trouble ,DISCON,20090602,45.01325,-93.30760699999999,0,2,17,6964,2009,06,02,21
6966,09-175682,No,Traffic Law Enforcement ,OBSTRU,20090610,45.043959,-93.318748,0,2,19,6965,2009,06,10,18
6967,09-187717,No,Recover Vehicle ,STOLMV,20090620,45.007759,-93.296205,0,2,12,6966,2009,06,20,4
6968,09-198705,No,Fight ,DISCON,20090629,44.980281,-93.26939300000001,0,1,1,6967,2009,06,29,2
6969,09-203537,No,Suspicious Person ,DISCON,20090703,44.979626,-93.272499,0,1,1,6968,2009,07,03,1
6970,09-209246,No,Traffic Law Enforcement ,NARC,20090707,44.999691999999996,-93.310774,0,2,31,6969,2009,07,07,22
6971,09-216057,No,Miscellaneous ,MISC,20090713,44.947613,-93.22708100000001,0,4,46,6970,2009,07,13,1
6972,10-201950,No,Fight ,DISCON,20100708,45.007833000000005,-93.314004,0,2,31,6971,2010,07,08,22
6973,10-224625,Yes,Property Damage Accident ,OBSTRU,20100727,45.006886,-93.300624,0,2,12,6972,2010,07,27,17
6974,10-236188,No,Suspicious Person ,DISCON,20100805,44.979626,-93.272499,0,1,1,6973,2010,08,05,23
6975,10-247952,No,Suspicious Person ,LOITER,20100816,44.978794,-93.276326,0,1,1,6974,2010,08,16,4
6976,10-259784,No,Suspicious Person ,CIC,20100825,44.973681,-93.282999,0,1,18,6975,2010,08,25,23
6977,10-263239,No,Disturbance ,DISCON,20100828,44.97231,-93.25575400000001,0,1,25,6976,2010,08,28,21
6978,10-269552,No,Suspicious Person ,DISCON,20100903,44.978339,-93.27106500000001,0,1,1,6977,2010,09,03,1
6979,10-276007,Yes,Assault in Progress ,ASLT4,20100908,44.996064000000004,-93.312061,0,2,31,6978,2010,09,08,17
6980,10-282127,No,Assist Other Agency ,PAROLE,20100914,45.003966,-93.303788,0,2,12,6979,2010,09,14,0
6981,10-288115,Yes,Disturbance ,DASTR,20100919,45.000896999999995,-93.26090500000001,0,3,30,6980,2010,09,19,5
6982,10-296059,No,Disturbance ,ASLT4,20100926,44.999153,-93.293351,0,2,2,6981,2010,09,26,16
6983,10-313467,No,Chase on Foot ,OBSTRU,20101012,45.024003,-93.26906600000001,0,3,69,6982,2010,10,12,22
6984,11-064894,No,Traffic Law Enforcement ,FLEE,20110310,44.999534999999995,-93.300611,0,2,31,6983,2011,03,10,13
6985,11-086922,No,Suspicious Vehicle ,OBSTRU,20110401,0.0,0.0,0,6,15,6984,2011,04,01,16
6986,11-090660,No,Fight ,OBSTRU,20110405,44.964078,-93.277815,0,5,39,6985,2011,04,05,1
6987,11-108218,No,Suspicious Person ,NARC,20110420,44.975335,-93.277636,0,1,1,6986,2011,04,20,22
6988,11-115351,No,Suspicious Person ,ASLT4,20110427,44.978407000000004,-93.278819,0,1,1,6987,2011,04,27,18
6989,11-116773,No,Chase on Foot ,MVTAM,20110428,44.946674,-93.263288,0,4,8,6988,2011,04,28,22
6990,11-122958,Yes,Person with a Gun ,DISCON,20110504,44.965740999999994,-93.262553,0,4,44,6989,2011,05,04,10
6991,11-129706,No,Damage Property-In Progress,OBSTRU,20110510,44.982772,-93.28953800000001,0,2,48,6990,2011,05,10,2
6992,11-136382,No,Fight ,DISCON,20110516,44.980281,-93.26939300000001,0,1,1,6991,2011,05,16,2
6993,11-143531,Yes,Burglary Dwlng In Progress ,WEAP,20110522,44.953744,-93.251825,0,4,13,6992,2011,05,22,13
6994,11-162618,Yes,Fight ,FORCE,20110607,44.948370000000004,-93.236855,0,4,46,6993,2011,06,07,21
6995,11-185830,No,Fight ,DISCON,20110627,44.980065,-93.271883,0,1,1,6994,2011,06,27,22
6996,10-263239,No,Disturbance ,DISCON,20100828,44.97231,-93.25575400000001,0,1,25,6995,2010,08,28,21
6997,10-286788,No,Fight ,FORCE,20100918,44.948366,-93.29700799999999,0,5,33,6996,2010,09,18,2
6998,10-295355,Yes,Suspicious Vehicle ,FLEE,20100925,45.025748,-93.247279,0,3,3,6997,2010,09,25,21
6999,10-295941,Yes,Narcotics ,NARC,20100926,44.949212,-93.27283800000001,0,4,40,6998,2010,09,26,13
7000,10-299812,No,Fight ,DISCON,20100930,44.981648,-93.273116,0,1,1,6999,2010,09,30,2
7001,10-307977,No,Traffic Law Enforcement ,FLEE,20101007,44.940445000000004,-93.235929,0,4,10,7000,2010,10,07,22
7002,10-317069,Yes,Suspicious Vehicle ,CBYMIN,20101016,45.003792,-93.249773,0,3,22,7001,2010,10,16,2
7003,10-339121,No,Disturbance ,OBSTRU,20101107,44.980781,-93.27429599999999,0,1,1,7002,2010,11,07,0
7004,10-342032,No,Motor Vehicle Chase ,FLEE,20101110,44.984268,-93.294036,0,2,2,7003,2010,11,10,1
7005,10-351041,No,Suspicious Person ,FLEEFT,20101119,44.97606,-93.274885,0,1,1,7004,2010,11,19,10
7006,10-351782,No,Suspicious Person ,DISCON,20101120,44.972609000000006,-93.219308,0,3,23,7005,2010,11,20,0
7007,10-355070,Yes,Unknown Trouble ,FLEEFT,20101123,44.970061,-93.266933,0,1,44,7006,2010,11,23,21
7008,10-309288,No,Suspicious Person ,CURFEW,20101009,44.970392,-93.261084,0,1,44,7007,2010,10,09,1
7009,10-314948,No,Truancy ,TRUANT,20101014,44.980065,-93.271883,0,1,1,7008,2010,10,14,9
7010,10-331940,No,Suspicious Vehicle ,OBSTRU,20101031,44.948347,-93.280523,0,5,45,7009,2010,10,31,0
7011,10-341937,Yes,Person with a Gun ,WEAP,20101109,45.00262,-93.298935,0,2,12,7010,2010,11,09,22
7012,10-343778,No,Traffic Law Enforcement ,ASLT4,20101111,44.986083,-93.307654,0,2,2,7011,2010,11,11,19
7013,10-378571,Yes,Unknown Trouble ,DASTR,20101221,44.959123999999996,-93.258484,0,4,5,7012,2010,12,21,20
7014,11-004170,Yes,Assault in Progress ,DASLT5,20110105,44.963322,-93.271484,0,5,39,7013,2011,01,05,14
7015,11-015219,No,Suspicious Person ,OBSTRU,20110117,44.947458000000005,-93.25631,0,4,27,7014,2011,01,17,22
7016,11-023787,No,Traffic Law Enforcement ,FLEE,20110126,45.039429,-93.287314,0,2,24,7015,2011,01,26,19
7017,11-033136,No,Fight ,DISCON,20110205,44.980808,-93.27314100000001,0,1,1,7016,2011,02,05,1
7018,11-040273,Yes,Person with a Weapon ,DASLT5,20110212,44.957217,-93.24485200000001,0,4,13,7017,2011,02,12,14
7019,11-041637,No,Fight ,FORCE,20110214,44.971325,-93.247134,0,1,6,7018,2011,02,14,1
7020,10-231172,No,Suspicious Person ,FORCE,20100802,44.978331,-93.272529,0,1,1,7019,2010,08,02,0
7021,10-254131,Yes,Fight ,OBSTRU,20100821,44.978339,-93.27106500000001,0,1,1,7020,2010,08,21,2
7022,10-268205,No,Suspicious Person ,RCPROP,20100902,45.012688,-93.293065,0,2,9,7021,2010,09,02,0
7023,10-270876,Yes,Unknown Trouble ,OBSTRU,20100904,44.985799,-93.236129,0,3,36,7022,2010,09,04,2
7024,10-272015,No,Suspicious Person ,ASLT4,20100905,44.980804,-93.275396,0,1,1,7023,2010,09,05,2
7025,10-283889,Yes,Fight ,OBSTRU,20100915,44.948370000000004,-93.236855,0,4,46,7024,2010,09,15,15
7026,10-291095,No,Suspicious Person ,FLEEFT,20100922,44.981536,-93.23678000000001,0,3,36,7025,2010,09,22,1
7027,10-296476,No,Suspicious Vehicle ,OBSTRU,20100927,44.980065,-93.271883,0,1,1,7026,2010,09,27,3
7028,10-304901,No,Suspicious Person ,CONSME,20101005,44.976087,-93.277436,0,1,1,7027,2010,10,05,0
7029,10-309254,No,Person with a Gun ,FORCE,20101009,44.999128999999996,-93.28411700000001,0,2,9,7028,2010,10,09,1
7030,10-315426,No,Narcotics ,FLEEFT,20101014,44.991192,-93.298199,0,2,2,7029,2010,10,14,18
7031,10-322986,No,Miscellaneous ,DISCON,20101021,44.979986,-93.274284,0,1,1,7030,2010,10,21,23
7032,10-139800,No,Traffic Law Enforcement ,FLEE,20100518,45.011340999999994,-93.29621800000001,0,2,12,7031,2010,05,18,23
7033,10-156737,Yes,Fight ,DISCON,20100602,44.968853,-93.277814,0,1,18,7032,2010,06,02,0
7034,10-160070,No,Officer Needs Help ,ASLT4,20100604,44.964078,-93.277815,0,5,39,7033,2010,06,04,20
7035,10-177836,No,Assist an Officer ,THEFT,20100619,44.97744,-93.273516,0,1,1,7034,2010,06,19,13
7036,12-092335,No,Check the Welfare ,ASLT4,20120328,44.942269,-93.270222,0,4,8,7035,2012,03,28,16
7037,12-123321,No,Chase on Foot ,WEAP,20120424,45.013162,-93.297484,0,2,12,7036,2012,04,24,23
7038,12-144977,Yes,ShotSpotter Activation ,WEAP,20120513,45.005959000000004,-93.296214,0,2,12,7037,2012,05,13,22
7039,12-152230,No,Disturbance ,OBSTRU,20120519,44.979986,-93.274284,0,1,1,7038,2012,05,19,23
7040,12-161783,No,Traffic Law Enforcement ,OBSTRU,20120528,44.961818,-93.257798,0,4,5,7039,2012,05,28,13
7041,12-175900,Yes,Assault in Progress ,ROBPER,20120609,44.976803000000004,-93.270476,0,1,1,7040,2012,06,09,5
7042,12-183284,Yes,Person with a Gun ,WEAP,20120615,45.010118,-93.286438,0,2,9,7041,2012,06,15,11
7043,12-186223,No,Suspicious Vehicle ,RECVEH,20120617,45.025805,-93.29629200000001,0,2,21,7042,2012,06,17,20
7044,12-192715,Yes,Person with a Weapon ,FORCE,20120623,44.982772,-93.28953800000001,0,2,48,7043,2012,06,23,2
7045,12-196207,No,Suspicious Person ,DISCON,20120626,44.977582,-93.275347,0,1,1,7044,2012,06,26,0
7046,12-213337,Yes,Domestic ,OBSTRU,20120710,45.02308,-93.29562800000001,0,2,17,7045,2012,07,10,14
7047,12-116846,No,High Risk Warrant Entry ,FENTRY,20120419,45.020348,-93.2937,0,2,17,7046,2012,04,19,12
7048,12-144812,No,Traffic Law Enforcement ,FLEEFT,20120513,45.036079,-93.290104,0,2,24,7047,2012,05,13,20
7049,12-152384,No,Fight ,OBSTRU,20120520,44.979986,-93.274284,0,1,1,7048,2012,05,20,1
7050,12-171634,Yes,Sound of Shots Fired ,OBSTRU,20120605,44.991555,-93.317819,0,2,31,7049,2012,06,05,22
7051,12-172900,No,Suspicious Vehicle ,NARC,20120606,45.003124,-93.281811,0,2,9,7050,2012,06,06,22
7052,12-183284,Yes,Person with a Gun ,WEAP,20120615,45.010118,-93.286438,0,2,9,7051,2012,06,15,11
7053,12-184445,No,Miscellaneous ,FORCE,20120616,44.977764,-93.265034,0,1,1,7052,2012,06,16,4
7054,12-191304,No,Suspicious Person ,OBSTRU,20120622,44.950319,-93.254209,0,4,4,7053,2012,06,22,1
7055,12-201293,Yes,Unwanted Person ,OBSTRU,20120630,44.977573,-93.270741,0,1,1,7054,2012,06,30,2
7056,12-234579,Yes,Loud Party ,OBSTRU,20120728,44.98695,-93.24710400000001,0,3,36,7055,2012,07,28,1
7057,12-245709,Yes,Suspicious Vehicle ,OBSTRU,20120806,45.024903,-93.296912,0,2,21,7056,2012,08,06,13
7058,12-260225,Yes,Music-Loud ,WT,20120818,44.936789000000005,-93.290763,0,5,47,7057,2012,08,18,1
7059,11-387834,No,Traffic Law Enforcement ,RECGUN,20111231,45.016704,-93.289923,0,2,58,7058,2011,12,31,20
7060,12-013935,Yes,Domestic Abuse-In Progress ,DISCON,20120115,45.003068,-93.262332,0,3,30,7059,2012,01,15,0
7061,12-022783,No,Check the Welfare ,ASLT4,20120124,44.97251,-93.275925,0,1,1,7060,2012,01,24,17
7062,12-026348,No,Suspicious Person ,DISCON,20120127,44.979986,-93.274284,0,1,1,7061,2012,01,27,23
7063,12-032715,Yes,Unknown Trouble ,DASTR,20120203,44.960035,-93.255511,0,4,5,7062,2012,02,03,5
7064,12-048515,No,Suspicious Person ,LOITER,20120218,44.963967,-93.26383299999999,0,4,5,7063,2012,02,18,20
7065,12-060533,Yes,Damage Property-In Progress,OBSTRU,20120301,44.999128999999996,-93.28411700000001,0,2,9,7064,2012,03,01,19
7066,12-076741,No,Suspicious Vehicle ,NARC,20120316,44.96091,-93.28864499999999,0,5,33,7065,2012,03,16,2
7067,12-084913,Yes,Assault in Progress ,OBSTRU,20120322,44.964711,-93.277812,0,5,39,7066,2012,03,22,15
7068,12-090439,No,Traffic Law Enforcement ,DWI,20120326,45.002526,-93.26309,0,3,30,7067,2012,03,26,23
7069,12-106449,Yes,Domestic Abuse-In Progress ,DISCON,20120410,45.002059,-93.295638,0,2,12,7068,2012,04,10,1
7070,12-120826,No,Motor Vehicle Chase ,FLEE,20120422,45.007798,-93.303163,0,2,12,7069,2012,04,22,20
7071,10-216621,No,Suspicious Person ,FORCE,20100720,44.976803000000004,-93.270476,0,1,1,7070,2010,07,20,22
7072,10-223281,No,Officer Needs Help ,OBSTRU,20100726,44.943175,-93.263245,0,4,8,7071,2010,07,26,15
7073,10-230237,No,Fight ,ASLTMP,20100801,44.979626,-93.272499,0,1,1,7072,2010,08,01,2
7074,10-235079,No,Fight ,FLEEFT,20100805,44.981722,-93.274956,0,1,1,7073,2010,08,05,2
7075,10-239105,Yes,Person with a Gun ,OBSTRU,20100808,44.992511,-93.297173,0,2,2,7074,2010,08,08,16
7076,10-240725,No,Burglary Dwlng In Progress ,CSCM,20100810,44.951076,-93.228382,0,4,46,7075,2010,08,10,2
7077,10-247866,No,Chase on Foot ,FLEEFT,20100816,44.980065,-93.271883,0,1,1,7076,2010,08,16,2
7078,10-252400,No,Suspicious Person ,DRGOC,20100819,45.010378,-93.24736,0,3,37,7077,2010,08,19,20
7079,10-267652,No,Miscellaneous ,LOITER,20100901,44.978407000000004,-93.278819,0,1,1,7078,2010,09,01,17
7080,10-273049,No,Disturbance ,DISCON,20100906,44.980781,-93.27429599999999,0,1,1,7079,2010,09,06,1
7081,10-282938,Yes,Unwanted Person ,ASLT4,20100914,44.943957,-93.26516099999999,0,4,8,7080,2010,09,14,19
7082,10-295941,Yes,Narcotics ,NARC,20100926,44.949212,-93.27283800000001,0,4,40,7081,2010,09,26,13
7083,09-113429,Yes,Domestic Abuse-In Progress ,DASLT2,20090419,44.933231,-93.254921,0,4,35,7082,2009,04,19,3
7084,09-121083,Yes,Unknown Trouble ,DASTR,20090425,44.992428000000004,-93.312074,0,2,31,7083,2009,04,25,21
7085,09-127948,No,Fight ,DISCON,20090502,44.981654999999996,-93.271963,0,1,1,7084,2009,05,02,0
7086,09-130217,No,Chase on Foot ,NARC,20090504,45.018578999999995,-93.297477,0,2,17,7085,2009,05,04,0
7087,09-142803,No,High Risk Warrant Entry ,FALSNM,20090514,45.011403,-93.30256899999999,0,2,12,7086,2009,05,14,17
7088,09-144276,No,Suspicious Person ,OBSTRU,20090515,44.994690000000006,-93.306961,0,2,31,7087,2009,05,15,19
7089,09-150747,Yes,Damage Property-In Progress,DASLT5,20090521,45.013168,-93.263889,0,3,28,7088,2009,05,21,1
7090,09-153424,Yes,Sound of Shots Fired ,OBSTRU,20090522,44.994151,-93.298303,0,2,2,7089,2009,05,22,23
7091,09-181023,No,Suspicious Person ,WEAP,20090614,44.963322,-93.271484,0,5,39,7090,2009,06,14,23
7092,09-187732,Yes,Fight ,DISCON,20090620,44.957329,-93.260677,0,4,4,7091,2009,06,20,4
7093,09-203130,No,On Site ,ASLT4,20090702,44.978407000000004,-93.278819,0,1,1,7092,2009,07,02,21
7094,09-223571,No,Chase on Foot ,RECGUN,20090718,44.98879,-93.303221,0,2,2,7093,2009,07,18,23
7095,12-273647,No,Suspicious Person ,DISCON,20120829,44.96378,-93.251653,0,4,5,7094,2012,08,29,20
7096,12-284877,Yes,Stabbing ,ASLT2,20120908,45.015915,-93.30318100000001,0,2,17,7095,2012,09,08,2
7097,12-303098,Yes,Robbery of Person ,ROBPAG,20120924,44.977582,-93.275347,0,1,1,7096,2012,09,24,23
7098,12-307468,Yes,Person with a Gun ,ASLT4,20120929,44.96093,-93.25171800000001,0,4,5,7097,2012,09,29,1
7099,12-316208,No,Chase on Foot ,FLEEFT,20121006,44.981654999999996,-93.271963,0,1,1,7098,2012,10,06,23
7100,12-319706,No,Miscellaneous ,NARC,20121010,44.999694,-93.29105,0,2,9,7099,2012,10,10,13
7101,12-330175,No,Fight ,OBSTRU,20121020,44.955539,-93.246723,0,4,13,7100,2012,10,20,0
7102,12-350022,No,Disturbance ,DISCON,20121109,44.976808,-93.276431,0,1,1,7101,2012,11,09,2
7103,12-355687,No,Suspicious Person ,DISCON,20121115,44.980808,-93.27314100000001,0,1,1,7102,2012,11,15,2
7104,12-361238,Yes,Assault in Progress ,FORCE,20121120,44.995996999999996,-93.248613,0,3,52,7103,2012,11,20,21
7105,12-365236,Yes,Person with a Gun ,FORCE,20121125,44.939532,-93.239749,0,4,10,7104,2012,11,25,12
7106,12-374115,No,Suspicious Person ,TRSPAS,20121204,44.978019,-93.277025,0,1,1,7105,2012,12,04,17
7107,09-216983,Yes,Emotionally Disturb Person ,OBSTRU,20090713,45.005559000000005,-93.253739,0,3,22,7106,2009,07,13,21
7108,09-219622,Yes,Sound of Shots Fired ,DISCON,20090715,45.034539,-93.293645,0,2,21,7107,2009,07,15,21
7109,09-223863,Yes,Check the Welfare ,OBSTRU,20090719,45.017651,-93.29559300000001,0,2,17,7108,2009,07,19,3
7110,09-232059,Yes,Theft ,OBSTRU,20090725,44.955539,-93.24799200000001,0,4,13,7109,2009,07,25,22
7111,09-239307,No,Suspicious Person ,WT,20090731,45.013157,-93.266589,0,3,28,7110,2009,07,31,23
7112,09-241307,Yes,Narcotics ,LOITER,20090802,45.007828,-93.308852,0,2,12,7111,2009,08,02,15
7113,09-247841,Yes,Narcotics ,LOITER,20090807,44.988974,-93.300446,0,2,2,7112,2009,08,07,22
7114,09-257744,No,Fight ,DISCON,20090816,44.980781,-93.27429599999999,0,1,1,7113,2009,08,16,1
7115,09-258878,No,Suspicious Person ,FLEEFT,20090817,0.0,0.0,0,6,15,7114,2009,08,17,2
7116,09-274325,No,Traffic Law Enforcement ,OBSTRU,20090829,45.002033000000004,-93.28799000000001,0,2,9,7115,2009,08,29,19
7117,09-274801,Yes,Robbery of Person ,OBSTRU,20090830,44.987831,-93.228402,0,3,61,7116,2009,08,30,1
7118,09-285764,No,Attempt Pick-Up ,WT,20090908,44.958234999999995,-93.267664,0,4,40,7117,2009,09,08,14
7119,09-288820,No,Fight ,DISCON,20090911,44.979626,-93.272499,0,1,1,7118,2009,09,11,1
7120,12-391010,Yes,Customer Trouble ,OBSTRU,20121222,44.988867,-93.253396,0,3,43,7119,2012,12,22,21
7121,13-002088,Yes,Burglary Dwlng In Progress ,BURGD,20130103,45.011025,-93.28800600000001,0,2,9,7120,2013,01,03,0
7122,13-014373,Yes,Robbery of Person ,ROBPAG,20130116,45.023990999999995,-93.29626999999999,0,2,17,7121,2013,01,16,12
7123,13-019646,No,Traffic Law Enforcement ,WT,20130122,44.982469,-93.27195400000001,0,1,1,7122,2013,01,22,0
7124,13-045062,No,Audible Business Alarm ,OBSTRU,20130216,44.97294,-93.22175899999999,0,3,23,7123,2013,02,16,1
7125,13-074801,No,Assist EMS Personnel ,WT,20130313,45.043001000000004,-93.28886,0,2,24,7124,2013,03,13,23
7126,13-096798,No,Traffic Law Enforcement ,NARC,20130401,45.014944,-93.294962,0,2,17,7125,2013,04,01,22
7127,13-120030,Yes,Domestic Abuse-In Progress ,DISCON,20130421,44.980804,-93.275396,0,1,1,7126,2013,04,21,2
7128,13-126100,No,Down Outside-One ,ASLT4,20130426,44.960931,-93.255499,0,4,5,7127,2013,04,26,9
7129,13-160516,No,Chase on Foot ,NARC,20130523,45.009543,-93.293686,0,2,9,7128,2013,05,23,23
7130,13-172230,No,Person with a Gun ,WEAP,20130602,45.003928,-93.302142,0,2,12,7129,2013,06,02,18
7131,13-186705,No,Suspicious Person ,PUBURN,20130614,44.984159999999996,-93.269592,0,1,51,7130,2013,06,14,0
7132,11-122958,Yes,Person with a Gun ,DISCON,20110504,44.965740999999994,-93.262553,0,4,44,7131,2011,05,04,10
7133,11-126212,No,Fight ,DASLT5,20110507,44.979626,-93.272499,0,1,1,7132,2011,05,07,0
7134,11-141236,No,Suspicious Vehicle ,FLEE,20110520,44.967157,-93.288097,0,1,18,7133,2011,05,20,10
7135,11-148926,No,Disturbance ,FORCE,20110527,44.981654999999996,-93.271963,0,1,1,7134,2011,05,27,2
7136,11-159581,No,Disturbance ,ASLT4,20110605,44.979626,-93.272499,0,1,1,7135,2011,06,05,2
7137,11-175204,No,Motor Vehicle Chase ,FLEE,20110618,44.943185,-93.265782,0,4,8,7136,2011,06,18,17
7138,11-180209,No,Fight ,DISCON,20110623,44.981648,-93.273116,0,1,1,7137,2011,06,23,1
7139,11-190453,No,Assist EMS Personnel ,ASLT5,20110702,44.980125,-93.27057099999999,0,1,1,7138,2011,07,02,1
7140,11-193984,No,Disturbance ,FORCE,20110705,44.981648,-93.273116,0,1,1,7139,2011,07,05,2
7141,10-183451,Yes,Domestic Abuse-In Progress ,DASLT5,20100623,44.997808,-93.242266,0,3,66,7140,2010,06,23,22
7142,10-189753,No,Suspicious Person ,OBSTRU,20100629,44.948355,-93.282185,0,5,16,7141,2010,06,29,2
7143,10-216317,Yes,Down Outside-One ,OBSTRU,20100720,44.968853,-93.277814,0,1,18,7142,2010,07,20,18
7144,10-227263,Yes,Assault in Progress ,DASLT2,20100729,44.955537,-93.249261,0,4,13,7143,2010,07,29,20
7145,10-237566,No,Transportation ,DISCON,20100807,44.979626,-93.272499,0,1,1,7144,2010,08,07,3
7146,10-241817,Yes,Person with a Gun ,WEAP,20100811,45.019495,-93.299373,0,2,17,7145,2010,08,11,1
7147,10-248304,Yes,Suspicious Vehicle ,FLEE,20100816,44.903512,-93.232962,0,4,20,7146,2010,08,16,14
7148,10-252314,No,Suspicious Person ,OBSTRU,20100819,44.999694,-93.29105,0,2,9,7147,2010,08,19,19
7149,10-150825,No,Motor Vehicle Chase ,FLEE,20100528,44.936805,-93.283068,0,5,49,7148,2010,05,28,3
7150,10-152024,No,Traffic Law Enforcement ,OBSTRU,20100529,45.002031,-93.284933,0,2,9,7149,2010,05,29,0
