subject_id,race,sex,age,has_injury,role,role_number,resistance
11642,Other / Mixed Race,Male,18,Yes,OT,1,Tensed
11643,White,Male,25,Yes,A,1,Assaulted Officer
11644,Black,Male,15,No,A,1,Verbal Non-Compliance
11645,Black,Male,31,No,A,1,Assaulted Officer
11646,Black,Female,14,Yes,OT,1,Verbal Non-Compliance
11647,White,Male,16,Yes,A,1,Fled on Foot
11648,Other / Mixed Race,Male,26,,A,1,Commission of Crime
11649,Black,Male,30,No,A,1,Fled on Foot
11650,Black,Male,31,No,A,1,Assaulted Officer
11651,Black,Male,24,Yes,A,1,Fled in Vehicle
11652,Black,Male,37,No,S,1,Verbal Non-Compliance
11653,Black,Male,46,,A,1,Verbal Non-Compliance
11654,Black,Male,20,No,A,1,Commission of Crime
11655,Native American,Female,36,Yes,A,1,Assaulted Officer
11656,Black,Male,54,Yes,OT,1,Verbal Non-Compliance
11657,Native American,Male,27,Yes,A,1,Fled on Foot
11658,Black,Male,32,No,A,1,Fled on Foot
11659,Black,Male,22,No,A,1,Assaulted Officer
11660,Black,Male,23,No,A,1,Commission of Crime
11661,White,Male,29,Yes,A,1,Tensed
11662,White,Male,22,No,A,1,Verbal Non-Compliance
11663,White,Male,52,No,A,1,Tensed
11664,Black,Male,27,No,A,1,Commission of Crime
11665,Black,Male,18,,S,5,Commission of Crime
11666,Asian,Female,25,Yes,A,2,Commission of Crime
11667,Black,Male,23,,A,1,Fled on Foot
11668,Black,Male,23,No,A,1,Fled on Foot
11669,Black,Female,42,No,OT,1,Commission of Crime
11670,Native American,Male,28,Yes,A,1,Assaulted Officer
11671,Black,Female,21,,S,1,Commission of Crime
11672,Black,Male,45,Yes,A,1,Tensed
11673,Black,Male,27,No,S,1,Commission of Crime
11674,Black,Male,44,Yes,A,1,Commission of Crime
11675,White,Male,58,No,A,1,Tensed
11676,White,Female,24,,A,1,Assaulted Officer
11677,Black,Male,22,Yes,A,1,Assaulted Officer
11678,Black,Male,48,No,A,1,Commission of Crime
11679,Black,Male,30,,V,1,Tensed
11680,Black,Male,22,No,A,1,Verbal Non-Compliance
11681,Black,Male,20,Yes,AL,1,Fled in Vehicle
11682,Black,Male,29,Yes,A,1,Commission of Crime
11683,Black,Female,30,Yes,A,1,Tensed
11684,Black,Male,29,,A,1,Tensed
11685,White,Female,15,,A,1,Commission of Crime
11686,White,Male,21,Yes,A,1,Commission of Crime
11687,Black,Male,21,Yes,A,1,Assaulted Officer
11688,Black,Male,0,,OT,2,Verbal Non-Compliance
11689,Black,Female,26,,A,1,Tensed
11690,Black,Male,21,Yes,A,1,Commission of Crime
11691,Black,Male,27,Yes,A,1,Assaulted Officer
11692,Black,Male,30,,S,1,Fled on Foot
11693,White,Male,22,Yes,A,1,Fled in Vehicle
11694,Black,Male,21,No,A,1,Fled on Foot
11695,Black,Male,17,No,A,2,Fled on Foot
11696,Black,Male,17,Yes,A,1,Fled on Foot
11697,Black,Male,30,No,A,1,Assaulted Officer
11698,Black,Male,29,No,A,1,Commission of Crime
11699,Native American,Female,16,No,A,1,Assaulted Officer
11700,not recorded,Null,0,No,PV,1,Assaulted Officer
11701,White,Male,24,No,A,1,Unspecified
11702,Black,Male,26,No,A,2,Unspecified
11703,Native American,Male,22,No,A,1,Assaulted Officer
11704,Black,Male,37,No,A,1,Verbal Non-Compliance
11705,Black,Male,18,Yes,A,1,Tensed
11706,Native American,Male,13,Yes,A,1,Assaulted Officer
11707,Native American,Female,42,No,A,2,Assaulted Officer
11708,White,Male,16,No,S,1,Tensed
11709,Black,Male,46,No,A,1,Fled on Foot
11710,Other / Mixed Race,Male,16,Yes,S,1,Commission of Crime
11711,Black,Male,43,No,A,1,Tensed
11712,Black,Male,60,Yes,A,1,Tensed
11713,Black,Male,22,No,A,1,Commission of Crime
11714,Black,Male,33,Yes,S,1,Commission of Crime
11715,Unknown,Male,26,,A,1,Tensed
11716,Black,Female,24,,A,2,Commission of Crime
11717,Black,Male,15,No,A,8,Tensed
11718,White,Male,51,Yes,S,1,Verbal Non-Compliance
11719,Native American,Male,23,,A,1,Verbal Non-Compliance
11720,Black,Female,21,No,A,2,Commission of Crime
11721,Black,Male,18,,A,2,Tensed
11722,White,Male,25,No,S,1,Assaulted Officer
11723,Black,Male,19,No,A,1,Assaulted Officer
11724,Black,Male,21,,A,1,Verbal Non-Compliance
11725,Native American,Female,21,,A,3,Verbal Non-Compliance
11726,Black,Male,20,,A,1,Commission of Crime
11727,Black,Male,55,No,A,1,Unspecified
11728,Black,Male,20,No,A,1,Commission of Crime
11729,Black,Male,33,Yes,A,1,Assaulted Officer
11730,Black,Male,20,,A,1,Tensed
11731,Black,Male,55,No,A,1,Tensed
11732,Native American,Male,24,Yes,A,1,Unspecified
11733,Black,Male,32,Yes,A,1,Fled in Vehicle
11734,Native American,Male,26,No,A,1,Unspecified
11735,White,Male,22,No,A,1,Tensed
11736,Black,Male,20,,OT,1,Commission of Crime
11737,White,Male,51,No,OT,1,Commission of Crime
11738,Black,Male,30,No,A,1,Tensed
11739,Black,Male,24,,A,1,Commission of Crime
11740,White,Male,50,Yes,A,1,Assaulted Officer
11741,Black,Male,27,Yes,A,1,Fled on Foot
11742,Black,Male,27,Yes,A,1,Commission of Crime
11743,Black,Female,29,,A,1,Verbal Non-Compliance
11744,Black,Male,28,No,A,1,Commission of Crime
11745,White,Male,25,,A,1,Commission of Crime
11746,Black,Male,19,No,S,2,Verbal Non-Compliance
11747,Black,Male,19,No,A,1,Tensed
11748,White,Male,34,No,OT,1,Tensed
11749,Black,Male,34,No,A,1,Commission of Crime
11750,Other / Mixed Race,Male,25,Yes,A,1,Commission of Crime
11751,White,Male,25,Yes,S,1,Assaulted Officer
11752,Black,Male,22,No,A,1,Fled on Foot
11753,Black,Male,19,No,A,2,Verbal Non-Compliance
11754,Other / Mixed Race,Male,24,Yes,A,1,Commission of Crime
11755,Black,Male,25,No,A,1,Verbal Non-Compliance
11756,Black,Male,30,No,A,1,Assaulted Officer
11757,White,Male,24,No,A,1,Tensed
11758,Black,Male,46,Yes,A,1,Unspecified
11759,Black,Male,31,Yes,A,1,Commission of Crime
11760,Black,Male,22,No,A,1,Commission of Crime
11761,not recorded,Female,24,No,A,2,Tensed
11762,Black,Male,21,,A,1,Tensed
11763,White,Male,24,Yes,A,1,Tensed
11764,White,Male,25,Yes,A,1,Fled on Foot
11765,Black,Male,21,Yes,A,1,Tensed
11766,Black,Male,16,No,A,1,Assaulted Officer
11767,Black,Male,32,No,A,1,Tensed
11768,Black,Male,22,No,A,1,Commission of Crime
11769,Native American,Female,31,No,A,1,Assaulted Officer
11770,Black,Male,28,No,A,1,Fled on Foot
11771,Black,Male,49,Yes,A,1,Tensed
11772,Black,Male,25,Yes,A,1,Assaulted Officer
11773,Black,Male,18,,S,1,Commission of Crime
11774,Black,Male,20,No,A,1,Fled on Foot
11775,Black,Male,27,No,A,1,Fled in Vehicle
11776,Black,Male,20,No,A,1,Verbal Non-Compliance
11777,White,Male,19,No,A,2,Tensed
11778,Black,Male,53,No,A,1,Verbal Non-Compliance
11779,Black,Male,16,No,A,2,Tensed
11780,Black,Male,17,,A,1,Tensed
11781,White,Male,34,Yes,A,1,Fled on Foot
11782,Native American,Male,15,No,A,1,Assaulted Officer
11783,White,Male,40,No,A,1,Commission of Crime
11784,Black,Female,13,Yes,A,4,Verbal Non-Compliance
11785,Black,Male,33,Yes,A,1,Commission of Crime
11786,White,Male,36,No,V,1,Tensed
11787,Black,Male,19,No,A,2,Fled on Foot
11788,Black,Male,27,Yes,A,1,Fled on Foot
11789,Black,Male,47,,A,1,Commission of Crime
11790,Black,Male,27,,A,1,Fled on Foot
11791,Black,Male,40,,A,1,Tensed
11792,Other / Mixed Race,Male,40,No,A,1,Assaulted Officer
11793,Black,Male,30,No,A,1,Assaulted Officer
11794,White,Male,38,Yes,A,1,Commission of Crime
11795,Black,Male,23,Yes,A,1,Commission of Crime
11796,Black,Male,21,Yes,A,1,Tensed
11797,Black,Male,21,Yes,A,1,Assaulted Officer
11798,White,Male,25,No,OT,1,Tensed
11799,not recorded,Null,0,,S,1,Unspecified
11800,Black,Male,23,No,A,1,Tensed
11801,Black,Male,24,Yes,A,2,Verbal Non-Compliance
11802,Black,Male,32,No,A,1,Tensed
11803,Black,Male,24,,A,1,Unspecified
11804,Black,Male,26,Yes,A,1,Fled on Foot
11805,Black,Male,29,,A,1,Tensed
11806,White,Male,18,,S,1,Verbal Non-Compliance
11807,Native American,Female,41,Yes,A,1,Assaulted Officer
11808,White,Male,44,No,A,1,Tensed
11809,Black,Male,16,Yes,A,1,Fled on Foot
11810,White,Female,24,No,OT,1,Tensed
11811,Black,Male,50,,OT,1,Tensed
11812,Black,Male,40,Yes,A,1,Assaulted Officer
11813,Black,Male,44,Yes,OT,1,Tensed
11814,White,Male,25,Yes,A,1,Fled on Foot
11815,Native American,Male,31,No,A,1,Fled on Foot
11816,White,Male,46,No,A,1,Tensed
11817,Native American,Male,24,Yes,A,1,Unspecified
11818,Black,Male,21,No,A,1,Tensed
11819,Black,Male,25,No,A,1,Commission of Crime
11820,Native American,Male,33,Yes,A,1,Assaulted Officer
11821,Black,Female,24,,A,1,Commission of Crime
11822,White,Male,20,No,A,1,Commission of Crime
11823,White,Male,26,Yes,A,1,Assaulted Officer
11824,Black,Male,33,Yes,A,1,Assaulted Officer
11825,Black,Male,29,No,A,1,Assaulted Officer
11826,Native American,Male,36,,S,1,Tensed
11827,Black,Male,32,No,A,1,Tensed
11828,Other / Mixed Race,Male,31,,A,1,Commission of Crime
11829,White,Male,29,Yes,A,1,Assaulted Officer
11830,Black,Male,39,Yes,A,1,Commission of Crime
11831,Black,Male,38,Yes,A,1,Fled on Foot
11832,White,Male,53,Yes,A,1,Tensed
11833,White,Male,22,No,A,1,Unspecified
11834,White,Female,22,No,A,1,Unspecified
11835,Black,Male,36,,A,2,Tensed
11836,White,Male,31,Yes,A,1,Fled on Foot
11837,Black,Male,25,No,A,2,Tensed
11838,White,Male,29,No,A,1,Unspecified
11839,White,Male,49,No,A,2,Commission of Crime
11840,Black,Male,16,Yes,A,1,Fled in Vehicle
11841,White,Male,26,Yes,A,1,Unspecified
11842,White,Male,37,No,A,1,Assaulted Officer
11843,White,Male,47,No,A,1,Tensed
11844,not recorded,Male,0,Yes,O,1,Verbal Non-Compliance
11845,Black,Male,15,,A,2,Commission of Crime
11846,Black,Male,32,No,OT,3,Verbal Non-Compliance
11847,White,Male,26,Yes,A,1,Fled on Foot
11848,Black,Male,42,Yes,S,1,Commission of Crime
11849,Black,Female,25,No,A,1,Assaulted Officer
11850,White,Male,25,,S,1,Tensed
11851,Black,Male,45,Yes,A,1,Fled on Foot
11852,White,Male,43,Yes,PV,2,Unspecified
11853,White,Male,38,Yes,OT,1,Tensed
11854,Black,Male,24,Yes,A,1,Fled on Foot
11855,Black,Male,25,Yes,A,1,Tensed
11856,Asian,Male,40,Yes,A,1,Fled in Vehicle
11857,Black,Male,18,,A,1,Fled on Foot
11858,Other / Mixed Race,Male,27,Yes,A,1,Commission of Crime
11859,Black,Male,36,,A,2,Tensed
11860,White,Male,59,Yes,A,1,Commission of Crime
11861,Black,Male,34,,A,1,Tensed
11862,White,Male,19,No,A,1,Fled on Foot
11863,Black,Male,35,Yes,A,1,Commission of Crime
11864,Black,Male,25,,A,1,Tensed
11865,Black,Male,17,Yes,A,1,Commission of Crime
11866,White,Male,21,Yes,A,1,Assaulted Officer
11867,White,Male,21,,OT,1,Tensed
11868,Black,Male,32,No,A,1,Verbal Non-Compliance
11869,Black,Male,35,,OT,1,Tensed
11870,Black,Male,35,Yes,A,1,Fled in Vehicle
11871,Black,Male,33,Yes,A,1,Commission of Crime
11872,Black,Male,16,Yes,A,1,Fled on Foot
11873,White,Male,45,Yes,A,1,Tensed
11874,White,Male,38,,A,1,Tensed
11875,Black,Male,27,Yes,A,1,Fled on Foot
11876,White,Male,31,No,A,2,Unspecified
11877,Black,Male,49,Yes,A,1,Tensed
11878,Black,Male,31,Yes,A,1,Fled in Vehicle
11879,Black,Male,21,No,A,1,Assaulted Officer
11880,White,Male,33,Yes,A,1,Assaulted Officer
11881,White,Male,43,Yes,A,1,Verbal Non-Compliance
11882,Black,Male,25,Yes,A,2,Commission of Crime
11883,Native American,Male,31,Yes,A,1,Verbal Non-Compliance
11884,Black,Male,23,Yes,A,1,Tensed
11885,Other / Mixed Race,Male,24,Yes,A,1,Commission of Crime
11886,Black,Male,39,Yes,A,1,Fled on Foot
11887,Other / Mixed Race,Male,31,Yes,OT,1,Tensed
11888,Black,Male,35,Yes,A,1,Commission of Crime
11889,Black,Male,36,,A,1,Fled on Foot
11890,Black,Male,22,,A,1,Commission of Crime
11891,Black,Male,34,Yes,OT,1,Commission of Crime
11892,White,Male,60,Yes,S,1,Verbal Non-Compliance
11893,Black,Male,14,,A,1,Commission of Crime
11894,Black,Male,45,Yes,A,1,Unspecified
11895,Black,Male,23,No,A,1,Fled on Foot
11896,Black,Male,21,No,A,1,Fled on Foot
11897,Black,Male,34,Yes,A,1,Tensed
11898,Black,Female,30,,OT,1,Tensed
11899,Native American,Male,16,Yes,A,1,Fled on Foot
11900,Black,Male,27,No,A,3,Verbal Non-Compliance
11901,White,Male,42,No,OT,1,Tensed
11902,White,Female,23,,S,1,Tensed
11903,Black,Male,37,Yes,A,1,Tensed
11904,Black,Female,25,No,A,1,Assaulted Officer
11905,Black,Male,26,No,A,3,Fled on Foot
11906,Black,Male,29,Yes,A,1,Fled on Foot
11907,White,Male,25,Yes,A,1,Fled on Foot
11908,Black,Male,41,No,A,1,Assaulted Officer
11909,Black,Male,43,Yes,A,1,Fled on Foot
11910,Black,Male,37,,A,1,Tensed
11911,Black,Male,19,,A,1,Tensed
11912,Black,Male,37,Yes,A,1,Fled in Vehicle
11913,Black,Male,37,Yes,A,1,Unspecified
11914,White,Male,22,,A,2,Tensed
11915,Black,Male,19,Yes,A,1,Commission of Crime
11916,Native American,Male,25,Yes,A,1,Tensed
11917,Black,Male,26,No,A,1,Unspecified
11918,White,Male,31,,A,1,Fled on Foot
11919,Black,Male,21,Yes,OT,1,Verbal Non-Compliance
11920,Black,Male,32,No,A,1,Tensed
11921,Black,Male,33,Yes,A,1,Commission of Crime
11922,White,Male,26,Yes,A,1,Assaulted Officer
11923,White,Male,26,Yes,A,1,Commission of Crime
11924,White,Male,22,No,S,1,Tensed
11925,Black,Male,25,,OT,1,Commission of Crime
11926,Black,Female,21,No,A,2,Verbal Non-Compliance
11927,Black,Male,16,Yes,A,1,Assaulted Officer
11928,Asian,Male,21,Yes,A,1,Assaulted Officer
11929,Black,Male,54,Yes,A,1,Commission of Crime
11930,Black,Male,19,Yes,A,2,Verbal Non-Compliance
11931,Black,Male,23,Yes,A,1,Tensed
11932,Black,Male,27,No,A,1,Fled on Foot
11933,White,Male,34,Yes,A,1,Commission of Crime
11934,Black,Male,21,Yes,A,2,Commission of Crime
11935,Black,Male,40,Yes,A,1,Fled on Foot
11936,Black,Male,23,,A,1,Tensed
11937,Black,Female,21,,A,1,Fled on Foot
11938,Black,Male,27,No,A,1,Fled on Foot
11939,Black,Male,22,Yes,A,1,Assaulted Officer
11940,White,Male,31,,A,1,Commission of Crime
11941,White,Male,31,Yes,A,1,Commission of Crime
11942,Black,Male,58,No,A,1,Tensed
11943,White,Male,27,No,A,3,Assaulted Officer
11944,Black,Male,19,Yes,A,1,Commission of Crime
11945,Black,Male,16,Yes,S,1,Fled on Foot
11946,Black,Male,0,,A,1,Tensed
11947,White,Male,24,No,A,1,Assaulted Officer
11948,Black,Male,22,,A,2,Unspecified
11949,White,Female,48,,A,1,Tensed
11950,Black,Male,23,Yes,A,1,Assaulted Officer
11951,White,Male,21,No,A,1,Tensed
11952,White,Male,39,Yes,A,1,Fled on Foot
11953,White,Female,27,No,A,1,Tensed
11954,Black,Male,21,Yes,A,1,Commission of Crime
11955,Black,Male,27,,A,1,Tensed
11956,Black,Male,19,No,A,1,Tensed
11957,Black,Male,38,Yes,S,1,Tensed
11958,White,Female,18,No,S,1,Commission of Crime
11959,not recorded,Null,0,,S,1,Commission of Crime
11960,White,Male,30,Yes,A,1,Assaulted Officer
11961,White,Male,30,No,A,1,Fled on Foot
11962,Black,Male,42,Yes,A,1,Tensed
11963,White,Male,32,Yes,A,1,Unspecified
11964,Other / Mixed Race,Male,16,Yes,A,1,Commission of Crime
11965,Black,Male,27,Yes,A,1,Assaulted Officer
11966,Black,Male,38,Yes,A,1,Fled on Foot
11967,Black,Male,19,No,A,1,Assaulted Officer
11968,Other / Mixed Race,Male,43,No,A,2,Fled on Foot
11969,Black,Female,19,No,OT,1,Commission of Crime
11970,White,Male,28,No,A,1,Tensed
11971,Black,Male,27,Yes,A,1,Fled on Foot
11972,White,Male,47,No,A,1,Tensed
11973,White,Male,29,Yes,A,1,Tensed
11974,White,Male,25,No,A,2,Unspecified
11975,White,Male,25,,A,1,Commission of Crime
11976,Black,Male,21,No,A,1,Commission of Crime
11977,Black,Female,38,Yes,A,1,Assaulted Officer
11978,Black,Male,27,Yes,S,1,Tensed
11979,White,Male,19,Yes,A,1,Fled on Foot
11980,Black,Male,16,Yes,A,2,Fled on Foot
11981,Black,Male,29,No,A,1,Verbal Non-Compliance
11982,Native American,Male,34,No,A,1,Tensed
11983,Black,Male,27,,A,1,Verbal Non-Compliance
11984,Black,Male,41,Yes,A,1,Tensed
11985,Black,Male,35,No,S,1,Tensed
11986,White,Male,28,No,A,1,Tensed
11987,White,Male,40,No,A,1,Tensed
11988,Black,Male,32,Yes,A,1,Assaulted Officer
11989,Black,Male,30,Yes,A,2,Commission of Crime
11990,White,Male,16,No,A,2,Commission of Crime
11991,Black,Male,26,Yes,A,1,Tensed
11992,Black,Male,60,,A,1,Commission of Crime
11993,Black,Male,21,No,A,1,Tensed
11994,Black,Male,36,Yes,A,1,Fled on Foot
11995,Other / Mixed Race,Male,52,No,A,1,Fled on Foot
11996,White,Female,43,No,A,1,Tensed
11997,Native American,Male,47,Yes,A,1,Commission of Crime
11998,Black,Male,22,No,A,1,Verbal Non-Compliance
11999,Black,Male,15,Yes,A,1,Fled on Foot
12000,Black,Male,21,Yes,A,1,Verbal Non-Compliance
12001,Other / Mixed Race,Male,16,,S,1,Verbal Non-Compliance
12002,Black,Male,49,Yes,A,1,Commission of Crime
12003,Unknown,Unknown,24,No,A,1,Assaulted Officer
12004,Black,Male,38,Yes,A,1,Commission of Crime
12005,Black,Male,26,,A,1,Tensed
12006,Black,Male,21,Yes,A,1,Commission of Crime
12007,White,Male,26,Yes,A,1,Unspecified
12008,Black,Male,24,No,A,1,Tensed
12009,Black,Male,18,Yes,A,2,Fled on Foot
12010,White,Male,36,Yes,A,1,Commission of Crime
12011,Other / Mixed Race,Male,30,Yes,A,1,Commission of Crime
12012,Black,Male,40,,A,1,Commission of Crime
12013,Black,Male,49,Yes,OT,1,Tensed
12014,Native American,Male,47,Yes,A,1,Tensed
12015,Black,Male,15,Yes,A,1,Commission of Crime
12016,Black,Male,19,No,A,4,Unspecified
12017,Black,Male,26,Yes,A,1,Tensed
12018,Black,Male,35,No,A,1,Fled on Foot
12019,Black,Male,25,No,A,1,Unspecified
12020,Black,Male,15,Yes,S,1,Commission of Crime
12021,White,Male,45,No,A,1,Tensed
12022,Black,Male,18,,A,1,Verbal Non-Compliance
12023,Black,Male,49,Yes,A,1,Tensed
12024,Black,Male,26,,A,1,Commission of Crime
12025,White,Male,27,Yes,A,1,Tensed
12026,Black,Male,48,No,A,1,Tensed
12027,White,Male,22,No,A,1,Commission of Crime
12028,Black,Male,19,No,A,1,Tensed
12029,Other / Mixed Race,Male,40,No,A,1,Assaulted Officer
12030,Black,Male,15,Yes,A,1,Fled on Foot
12031,Black,Male,54,Yes,A,1,Assaulted Officer
12032,Black,Male,29,Yes,A,1,Commission of Crime
12033,Black,Male,31,No,A,2,Tensed
12034,Black,Male,43,,OT,1,Tensed
12035,Other / Mixed Race,Male,17,Yes,A,2,Commission of Crime
12036,Black,Male,25,,A,1,Tensed
12037,Black,Male,19,No,A,1,Unspecified
12038,White,Male,30,No,A,1,Tensed
12039,Black,Male,47,No,A,1,Unspecified
12040,Black,Male,20,,A,1,Fled on Foot
12041,Black,Male,28,Yes,A,1,Fled on Foot
12042,Black,Male,28,Yes,A,1,Fled on Foot
12043,Black,Male,22,Yes,A,1,Unspecified
12044,Black,Male,31,Yes,A,1,Verbal Non-Compliance
12045,Native American,Male,37,Yes,A,1,Tensed
12046,Black,Male,32,,A,1,Fled on Foot
12047,Black,Male,17,Yes,A,1,Fled on Foot
12048,Black,Male,24,No,A,1,Assaulted Officer
12049,Black,Male,23,Yes,A,1,Verbal Non-Compliance
12050,White,Male,46,No,V,1,Verbal Non-Compliance
12051,White,Male,20,No,OT,1,Assaulted Officer
12052,White,Male,54,Yes,A,1,Tensed
12053,Other / Mixed Race,Male,20,,S,1,Verbal Non-Compliance
12054,Black,Male,10,No,OT,1,Verbal Non-Compliance
12055,Black,Female,14,No,A,1,Assaulted Officer
12056,Black,Male,30,,A,1,Commission of Crime
12057,Black,Female,22,,S,2,Unspecified
12058,Black,Male,39,No,A,1,Fled on Foot
12059,Black,Male,26,No,A,1,Fled on Foot
12060,Black,Male,45,Yes,A,2,Tensed
12061,Black,Male,19,Yes,A,1,Commission of Crime
12062,Black,Male,21,No,A,1,Assaulted Officer
12063,Black,Male,23,Yes,A,1,Commission of Crime
12064,White,Male,31,No,A,1,Commission of Crime
12065,White,Male,31,No,A,1,Commission of Crime
12066,Native American,Male,31,Yes,A,1,Assaulted Officer
12067,White,Female,29,,A,1,Assaulted Officer
12068,Native American,Male,20,,A,1,Tensed
12069,Black,Male,18,,A,1,Verbal Non-Compliance
12070,Black,Male,40,No,A,1,Verbal Non-Compliance
12071,White,Male,20,,A,2,Fled on Foot
12072,Black,Male,27,Yes,A,1,Tensed
12073,Black,Male,17,,A,1,Commission of Crime
12074,White,Male,31,Yes,A,1,Commission of Crime
12075,Black,Male,29,,A,1,Fled on Foot
12076,Black,Male,30,Yes,OT,1,Fled on Foot
12077,Black,Male,28,Yes,A,1,Commission of Crime
12078,not recorded,Null,0,No,S,1,Fled on Foot
12079,White,Male,21,Yes,A,1,Fled on Foot
12080,White,Male,29,Yes,A,1,Commission of Crime
12081,White,Male,26,Yes,A,1,Commission of Crime
12082,Black,Male,26,Yes,A,1,Tensed
12083,White,Male,33,Yes,A,1,Fled on Foot
12084,Black,Male,18,,A,1,Fled on Foot
12085,Black,Male,13,,A,1,Tensed
12086,Black,Male,41,,OT,1,Tensed
12087,White,Male,28,,A,2,Tensed
12088,Black,Male,14,Yes,A,1,Fled on Foot
12089,Black,Male,25,No,A,1,Assaulted Officer
12090,Black,Male,27,Yes,A,1,Unspecified
12091,Other / Mixed Race,Male,29,Yes,A,1,Commission of Crime
12092,Black,Male,22,Yes,A,1,Tensed
12093,Other / Mixed Race,Male,27,Yes,A,1,Commission of Crime
12094,Black,Male,34,,A,1,Tensed
12095,White,Male,19,No,A,1,Fled on Foot
12096,Black,Female,24,Yes,A,1,Tensed
12097,Black,Female,18,No,A,1,Assaulted Officer
12098,Black,Male,18,No,A,1,Tensed
12099,Black,Male,43,No,A,1,Tensed
12100,Black,Male,36,No,A,1,Fled on Foot
12101,Black,Male,16,No,A,1,Tensed
12102,Black,Female,15,,A,2,Unspecified
12103,White,Female,30,No,OT,1,Tensed
12104,Black,Male,34,No,A,1,Unspecified
12105,Black,Male,15,Yes,A,2,Fled on Foot
12106,Black,Female,26,No,A,1,Tensed
12107,Black,Male,45,Yes,S,1,Verbal Non-Compliance
12108,White,Male,25,Yes,A,2,Tensed
12109,Black,Male,22,,A,1,Verbal Non-Compliance
12110,White,Male,27,Yes,OT,1,Assaulted Officer
12111,Black,Male,42,No,A,1,Tensed
12112,Black,Male,39,No,A,1,Fled on Foot
12113,Black,Male,26,No,A,1,Fled on Foot
12114,Black,Male,51,No,A,1,Tensed
12115,White,Female,15,Yes,A,2,Tensed
12116,Black,Female,17,No,A,1,Assaulted Officer
12117,Native American,Female,49,No,A,1,Verbal Non-Compliance
12118,Black,Male,20,Yes,A,2,Fled on Foot
12119,Black,Male,26,,A,1,Tensed
12120,Black,Male,42,Yes,A,1,Fled on Foot
12121,White,Male,19,Yes,A,1,Tensed
12122,Black,Male,35,Yes,A,1,Tensed
12123,Native American,Male,46,Yes,A,1,Assaulted Officer
12124,Black,Male,45,No,A,1,Tensed
12125,Black,Male,38,,W,2,Verbal Non-Compliance
12126,Native American,Female,18,Yes,A,1,Assaulted Officer
12127,Black,Male,24,No,A,1,Fled on Foot
12128,Black,Male,31,Yes,OT,1,Tensed
12129,Black,Male,41,No,A,1,Tensed
12130,White,Male,27,Yes,A,1,Fled on Foot
12131,Black,Female,27,,A,1,Commission of Crime
12132,Black,Male,29,,A,1,Tensed
12133,Other / Mixed Race,Male,25,Yes,S,1,Tensed
12134,Black,Male,27,Yes,A,1,Fled on Foot
12135,Black,Male,22,No,A,1,Commission of Crime
12136,Black,Male,35,No,A,1,Tensed
12137,Black,Female,25,No,A,1,Assaulted Officer
12138,Other / Mixed Race,Male,26,No,OT,1,Assaulting Police Horse
12139,Asian,Male,21,Yes,A,1,Assaulted Officer
12140,Black,Male,28,No,OT,5,Commission of Crime
12141,Black,Male,0,Yes,OT,1,Tensed
12142,Black,Male,24,No,A,1,Tensed
12143,Black,Male,23,No,A,1,Commission of Crime
12144,Black,Male,20,No,A,1,Commission of Crime
12145,Black,Male,41,No,A,1,Tensed
12146,Black,Female,43,Yes,A,1,Commission of Crime
12147,Black,Male,22,Yes,A,1,Commission of Crime
12148,White,Male,21,,A,1,Fled on Foot
12149,Black,Male,45,,OT,1,Commission of Crime
12150,Black,Male,20,,S,2,Commission of Crime
12151,Black,Male,34,,OT,3,Tensed
12152,White,Male,19,Yes,A,1,Fled on Foot
12153,Black,Male,30,,A,1,Tensed
12154,not recorded,Female,24,,O,1,Commission of Crime
12155,Black,Male,32,Yes,A,1,Fled in Vehicle
12156,Black,Female,29,,A,1,Verbal Non-Compliance
12157,Black,Male,21,No,A,1,Assaulted Officer
12158,Black,Male,45,No,OT,1,Tensed
12159,Black,Female,23,Yes,A,2,Assaulted Officer
12160,Black,Male,23,No,A,1,Commission of Crime
12161,Black,Male,54,Yes,A,1,Assaulted Officer
12162,Black,Male,25,,A,1,Commission of Crime
12163,Black,Female,45,,S,1,Tensed
12164,Black,Male,18,No,A,1,Commission of Crime
12165,Other / Mixed Race,Male,32,Yes,A,1,Tensed
12166,Other / Mixed Race,Male,18,Yes,OT,1,Tensed
12167,Black,Male,21,,A,1,Commission of Crime
12168,Black,Female,20,,A,2,Commission of Crime
12169,Asian,Male,32,Yes,A,1,Assaulted Officer
12170,Black,Male,21,,A,1,Unspecified
12171,Black,Male,26,Yes,A,1,Fled on Foot
12172,White,Male,40,Yes,S,1,Assaulted Officer
12173,Black,Male,38,,S,1,Commission of Crime
12174,Black,Male,46,Yes,A,1,Commission of Crime
12175,Asian,Male,19,Yes,A,1,Commission of Crime
12176,White,Male,30,,OT,1,Tensed
12177,Black,Male,34,Yes,A,1,Tensed
12178,White,Male,25,,A,1,Unspecified
12179,Black,Male,50,No,A,1,Commission of Crime
12180,Black,Male,14,No,S,1,Tensed
12181,Black,Female,26,No,A,1,Assaulted Officer
12182,Black,Male,39,No,S,1,Commission of Crime
12183,Black,Male,20,No,A,1,Commission of Crime
12184,Black,Male,15,,A,1,Verbal Non-Compliance
12185,White,Male,32,Yes,OT,1,Assaulted Officer
12186,Black,Male,38,Yes,A,1,Fled on Foot
12187,Black,Male,17,Yes,A,1,Fled on Foot
12188,White,Male,35,Yes,A,1,Assaulted Officer
